"ID","Player","Team","Position","Status","Age","Opponent","FPts","FP/G","%D","ADP","Ros"
"*043c1*","Oleksandr Zinchenko","ARS","D","FA","28","@MUN Sun 11:30AM","-4.5","0","0","-","2%"
"*06pig*","Morato","NOT","D","FA","24","BRF Sun 9:00AM","-4.75","0","0","-","0%"
"*02lpl*","Seamus Coleman","EVE","D","FA","36","@LEE Mon 3:00PM","-5.5","0","0","-","0%"
"*064op*","Tyler Fredricson","MUN","D","FA","20","ARS Sun 11:30AM","-5.75","0","0","-","2%"
"*062og*","Aaron Hickey","BRF","D","FA","23","@NOT Sun 9:00AM","-5.75","0","0","-","0%"
"*06yey*","Borna Sosa","CRY","D","FA","27","@CHE Sun 9:00AM","-5.75","0","22","187.8","15%"
"*02oo1*","Ben Davies","TOT","D","FA","32","BUR Sat 10:00AM","-6.25","0","0","-","0%"
"*06ime*","Radu Dragusin","TOT","D","FA","23","BUR Sat 10:00AM","-6.25","0","0","-","0%"
"*02y6o*","Nathan Ake","MCI","D","FA","30","@WOL Sat 12:30PM","-6.5","0","0","-","0%"
"*06kqy*","Ayden Heaven","MUN","D","FA","18","ARS Sun 11:30AM","-6.75","0","0","-","2%"
"*05746*","Emil Krafth","NEW","D","FA","30","@AVL Sat 7:30AM","-6.75","0","0","-","0%"
"*06kwp*","Josh Acheampong","CHE","D","FA","19","CRY Sun 9:00AM","-7","0","0","-","2%"
"*06l2r*","Harry Amass","MUN","D","FA","18","ARS Sun 11:30AM","-7.25","0","0","-","2%"
"*02t1k*","Nathaniel Clyne","CRY","D","FA","34","@CHE Sun 9:00AM","-8.25","0","0","-","0%"
"*06mnn*","Chadi Riad","CRY","D","FA","22","@CHE Sun 9:00AM","-8.5","0","0","-","0%"
"*05tr5*","Mads Roerslev","BRF","D","FA","26","@NOT Sun 9:00AM","-9","0","0","-","0%"
"*04qos*","Issa Diop","FUL","D","FA","28","@BHA Sat 10:00AM","-9.75","0","0","-","0%"
"*06eka*","Igor Julio","BHA","D","FA","27","FUL Sat 10:00AM","-10","0","0","-","0%"
"*02yl5*","John Stones","MCI","D","FA","31","@WOL Sat 12:30PM","-10.25","0","2","1238.4","2%"
"*02lp5*","Adam Smith","BOU","D","FA","34","@LIV Fri 3:00PM","-11","0","0","-","0%"
"*06ygm*","Jair Paula da Cunha Filho","NOT","D","FA","20","BRF Sun 9:00AM","-11.25","0","0","-","0%"
"*05r4h*","Lamare Bogarde","AVL","D","FA","21","NEW Sat 7:30AM","-11.75","0","0","-","0%"
"*06nyw*","Jorge Cuenca","FUL","D","FA","25","@BHA Sat 10:00AM","-11.75","0","0","-","0%"
"*05nns*","Danny Ballard","SUN","D","FA","25","WHU Sat 10:00AM","-12.25","0","8","345.5","5%"
"*06r9v*","Andres Garcia","AVL","D","FA","22","NEW Sat 7:30AM","-12.75","0","0","-","2%"
"*06y28*","Sebastiaan Bornauw","LEE","D","FA","26","EVE Mon 3:00PM","-13.5","0","0","-","3%"
"*061xw*","Joe Worrall","BUR","D","FA","28","@TOT Sat 10:00AM","-15.5","0","0","-","0%"
"*057cr*","Kevin Danso","TOT","D","FA","26","BUR Sat 10:00AM","-16.75","0","2","1210.4","2%"
"*05r2t*","Niall Huggins","SUN","D","FA","24","WHU Sat 10:00AM","-22","0","0","-","0%"
"*05ogg*","Ajibola Alese","SUN","D","FA","24","WHU Sat 10:00AM","-24.5","0","0","-","0%"
"*06yb9*","Reinildo Isnard Mandava","SUN","D","FA","31","WHU Sat 10:00AM","-30.25","0","2","1183","3%"
"*06r7k*","Emmanuel Agbadou","WOL","D","FA","28","MCI Sat 12:30PM","-32.5","0","2","1108.4","5%"
